Farm ID,Soil Type,Soil pH,Organic Matter (%),Nitrogen Level (ppm),Phosphorus Level (ppm),Potassium Level (ppm),Temperature (°C),Rainfall (mm),Crop Recommended
9004,Loamy,6.6,2.4,19,19,28,27,841,Mustard
9005,Clayey,6.2,2.1,29,18,35,30,720,Wheat
9006,Loamy,7.1,1.8,25,15,29,28,740,Sugarcane
9007,Clayey,6.2,1.9,19,19,32,25,741,Cotton
9008,Sandy,7.4,2.8,29,10,25,26,883,Bajra
9009,Loamy,6.6,2.4,23,15,32,27,783,Mustard
9010,Loamy,7.0,2.6,21,20,30,27,705,Wheat
9011,Loamy,7.4,2.7,22,17,31,25,704,Cotton
9012,Loamy,7.0,2.2,23,13,32,29,823,Sugarcane
9013,Sandy,6.7,2.9,26,14,25,25,852,Mustard
9014,Loamy,6.4,2.1,24,16,33,28,734,Sugarcane
9015,Sandy,6.8,1.8,23,19,28,25,858,Cotton
9016,Clayey,7.3,3.0,26,19,28,29,832,Rice
9017,Loamy,7.2,2.3,20,10,26,25,820,Rice
9018,Sandy,6.2,1.9,26,15,27,30,817,Mustard
9019,Sandy,7.0,3.4,19,14,27,29,866,Rice
9020,Clayey,7.5,1.9,28,20,27,25,812,Cotton
9021,Loamy,7.3,3.4,21,15,28,29,760,Cotton
9022,Loamy,7.0,2.3,23,13,31,26,783,Cotton
9023,Clayey,7.0,2.4,24,16,27,30,764,Sugarcane
9024,Clayey,6.6,2.1,21,16,32,26,744,Bajra
9025,Sandy,7.1,2.9,19,17,30,26,747,Wheat
9026,Loamy,7.1,2.5,27,19,25,26,893,Bajra
9027,Sandy,6.1,3.2,21,14,31,29,788,Bajra
9028,Loamy,6.7,2.0,29,12,34,26,812,Cotton
9029,Loamy,7.2,2.3,20,13,32,28,702,Sugarcane
9030,Loamy,7.1,3.0,26,10,25,28,869,Sugarcane
9031,Sandy,6.4,2.1,23,10,30,27,789,Cotton
9032,Sandy,6.7,1.7,20,17,28,30,773,Wheat
9033,Loamy,7.3,3.3,30,18,31,29,879,Mustard
9034,Sandy,6.6,1.9,22,19,34,26,737,Mustard
9035,Clayey,6.8,2.2,25,13,29,26,713,Sugarcane
9036,Loamy,7.1,2.7,18,16,34,26,850,Bajra
9037,Loamy,6.1,2.0,18,18,28,27,743,Rice
9038,Clayey,7.0,1.8,30,15,30,28,857,Sugarcane
9039,Loamy,7.4,2.5,27,13,35,25,754,Cotton
9040,Loamy,7.2,3.3,25,18,34,27,808,Rice
9041,Loamy,6.7,1.6,25,14,28,29,807,Bajra
9042,Sandy,6.3,3.2,28,17,30,26,881,Cotton
9043,Loamy,6.5,3.0,22,13,32,27,882,Sugarcane
9044,Sandy,7.3,1.9,29,20,31,28,864,Sugarcane
9045,Sandy,7.1,3.2,30,20,26,26,858,Sugarcane
9046,Sandy,7.0,2.9,30,15,31,29,749,Bajra
9047,Sandy,6.1,2.0,27,13,26,27,784,Cotton
9048,Loamy,6.5,2.7,19,19,25,30,749,Rice
9049,Loamy,7.3,2.6,30,17,26,29,844,Sugarcane
9050,Sandy,6.9,3.1,20,12,35,28,876,Bajra
9051,Loamy,6.9,3.1,27,15,32,26,817,Cotton
9052,Loamy,6.0,3.1,20,11,26,27,868,Bajra
9053,Loamy,7.0,2.8,27,12,29,28,763,Bajra
9054,Sandy,6.7,2.7,22,19,26,25,758,Bajra
9055,Loamy,7.2,2.8,25,13,25,28,762,Cotton
9056,Sandy,6.1,3.3,21,14,33,30,786,Bajra
9057,Clayey,6.7,2.4,24,10,35,27,706,Bajra
9058,Loamy,6.3,3.4,18,15,33,28,847,Sugarcane
9059,Clayey,7.3,3.0,26,18,34,30,730,Wheat
9060,Sandy,6.4,3.1,25,13,35,26,764,Sugarcane
9061,Loamy,6.1,2.9,23,19,26,25,822,Sugarcane
9062,Clayey,6.0,1.8,20,10,31,26,878,Mustard
9063,Sandy,6.7,3.0,29,20,26,28,741,Bajra
9064,Loamy,6.4,1.7,27,19,31,27,808,Rice
9065,Sandy,7.5,1.9,26,20,30,29,834,Bajra
9066,Clayey,6.2,1.6,21,18,28,27,809,Cotton
9067,Loamy,6.4,3.4,30,18,30,28,729,Cotton
9068,Sandy,6.0,2.7,24,20,35,27,755,Wheat
9069,Loamy,6.5,2.5,29,19,33,28,877,Rice
9070,Clayey,7.0,3.4,20,15,28,26,776,Rice
9071,Loamy,7.3,2.6,27,15,33,25,805,Rice
9072,Sandy,7.2,2.0,22,13,27,26,756,Sugarcane
9073,Clayey,6.3,1.6,23,19,31,30,883,Rice
9074,Clayey,6.2,3.3,26,15,35,26,720,Cotton
9075,Sandy,6.5,3.3,27,19,27,29,862,Mustard
9076,Clayey,6.2,3.0,27,14,27,26,793,Cotton
9077,Loamy,6.4,2.6,24,10,32,26,735,Sugarcane
9078,Clayey,6.9,3.0,25,14,33,27,889,Wheat
9079,Clayey,6.3,2.0,29,13,28,26,827,Wheat
9080,Sandy,7.1,3.3,29,17,30,28,853,Mustard
9081,Loamy,7.2,2.5,23,19,26,25,788,Cotton
9082,Clayey,7.1,2.9,27,15,34,26,714,Bajra
9083,Sandy,6.3,1.5,23,13,30,28,744,Sugarcane
9084,Loamy,7.0,1.8,25,18,33,25,709,Wheat
9085,Clayey,7.2,1.6,20,17,30,29,745,Rice
9086,Loamy,7.0,2.8,25,18,34,30,840,Wheat
9087,Clayey,7.1,3.4,25,18,29,30,845,Wheat
9088,Sandy,6.9,2.1,30,18,29,28,850,Sugarcane
9089,Loamy,7.4,3.1,19,13,30,30,869,Cotton
9090,Sandy,6.0,1.8,25,19,32,27,886,Bajra
9091,Clayey,6.6,3.4,20,18,31,29,748,Cotton
9092,Clayey,7.2,3.4,24,18,30,26,888,Mustard
9093,Clayey,6.9,2.0,18,11,29,30,864,Bajra
9094,Sandy,6.8,2.6,24,19,25,27,890,Sugarcane
9095,Clayey,7.2,1.8,28,16,33,26,763,Mustard
9096,Loamy,6.2,2.8,28,12,25,26,897,Cotton
9097,Clayey,6.0,2.3,18,19,32,28,845,Bajra
9098,Loamy,6.9,1.7,21,16,30,27,872,Mustard
9099,Clayey,6.1,1.8,27,20,35,30,885,Bajra
9100,Clayey,6.8,2.3,26,20,31,28,892,Cotton
9101,Clayey,7.4,3.3,23,12,35,27,760,Rice
9102,Loamy,7.1,3.1,23,20,35,26,792,Sugarcane
9103,Clayey,6.4,2.1,24,20,30,30,792,Bajra
9104,Sandy,7.5,2.4,19,20,27,25,756,Mustard
9105,Sandy,6.8,2.0,25,14,27,27,818,Bajra
9106,Loamy,7.1,3.4,28,15,26,25,834,Sugarcane
9107,Loamy,7.4,2.2,23,16,29,26,749,Cotton
9108,Clayey,6.5,3.2,18,13,25,27,848,Cotton
9109,Loamy,7.1,1.7,18,15,26,25,801,Mustard
9110,Loamy,7.4,1.9,24,13,30,30,766,Wheat
9111,Clayey,6.9,2.4,30,20,26,26,767,Bajra
9112,Sandy,6.2,1.7,27,12,35,27,796,Cotton
9113,Loamy,6.8,3.2,20,20,27,27,857,Sugarcane
9114,Loamy,6.1,1.7,25,18,29,30,828,Cotton
9115,Loamy,6.0,3.1,29,17,27,26,758,Bajra
9116,Clayey,6.4,3.4,22,19,32,28,759,Wheat
9117,Loamy,6.9,2.5,23,13,31,29,750,Mustard
9118,Sandy,6.5,1.8,25,20,28,28,894,Cotton
9119,Clayey,7.1,2.5,18,14,31,26,826,Sugarcane
9120,Loamy,6.8,2.6,25,12,28,25,800,Sugarcane
9121,Loamy,6.2,2.0,29,10,33,28,854,Cotton
9122,Sandy,7.0,1.9,30,20,32,28,887,Bajra
9123,Sandy,7.1,1.5,18,17,34,28,812,Bajra
9124,Clayey,6.6,2.6,25,14,29,30,877,Cotton
9125,Sandy,6.8,2.8,24,11,33,25,840,Rice
9126,Sandy,6.1,3.3,21,15,33,27,837,Rice
9127,Clayey,7.0,1.9,25,14,34,28,776,Bajra
9128,Clayey,6.1,2.8,19,11,31,28,875,Sugarcane
9129,Loamy,6.4,1.8,23,16,33,25,861,Rice
9130,Sandy,6.6,1.9,24,12,25,28,813,Rice
9131,Loamy,6.9,1.9,27,17,31,26,766,Wheat
9132,Sandy,7.2,3.1,18,20,29,26,767,Rice
9133,Sandy,7.0,2.9,29,11,28,27,819,Wheat
9134,Clayey,6.4,2.2,20,12,29,27,787,Bajra
9135,Clayey,7.2,2.1,25,13,34,29,878,Mustard
9136,Loamy,6.1,3.1,18,15,34,28,828,Mustard
9137,Loamy,7.3,3.0,18,15,26,27,870,Wheat
9138,Loamy,6.0,2.1,22,17,28,30,888,Wheat
9139,Clayey,7.0,2.9,26,15,34,29,890,Bajra
9140,Sandy,7.4,2.2,30,13,31,25,793,Cotton
9141,Loamy,6.3,2.8,30,10,33,27,715,Rice
9142,Sandy,6.3,2.2,24,13,33,29,805,Sugarcane
9143,Sandy,6.7,2.5,24,10,28,25,856,Cotton
9144,Sandy,6.5,3.1,23,11,28,26,837,Mustard
9145,Sandy,7.2,1.8,20,14,27,26,741,Rice
9146,Loamy,7.1,1.8,18,12,35,27,738,Bajra
9147,Sandy,7.1,2.2,26,13,32,30,851,Wheat
9148,Sandy,7.1,3.4,23,20,32,30,754,Rice
9149,Sandy,6.6,2.3,26,13,26,27,735,Bajra
9150,Clayey,7.3,2.2,28,12,35,28,887,Rice
9151,Sandy,6.9,3.0,25,14,31,25,849,Mustard
9152,Clayey,6.5,3.0,20,12,33,25,748,Cotton
9153,Sandy,7.0,2.4,27,11,25,27,890,Wheat
9154,Clayey,6.5,2.4,20,14,35,28,799,Bajra
9155,Loamy,7.4,2.6,24,15,25,27,714,Rice
9156,Sandy,7.4,3.0,21,11,26,25,841,Cotton
9157,Loamy,7.2,3.0,21,14,30,28,817,Mustard
9158,Loamy,7.0,2.3,20,12,35,26,754,Bajra
9159,Sandy,7.3,3.0,18,20,35,29,751,Sugarcane
9160,Clayey,6.2,2.3,26,14,35,27,893,Bajra
9161,Loamy,6.3,1.8,23,14,27,30,703,Rice
9162,Loamy,7.1,3.0,25,17,32,25,884,Cotton
9163,Clayey,7.4,1.7,24,15,25,25,812,Bajra
9164,Clayey,6.2,1.7,18,17,32,29,779,Bajra
9165,Sandy,6.5,2.9,21,16,31,29,875,Bajra
9166,Sandy,6.8,2.3,28,17,30,30,841,Cotton
9167,Sandy,7.4,3.4,24,14,25,25,732,Sugarcane
9168,Loamy,6.7,1.5,19,14,31,27,722,Sugarcane
9169,Loamy,6.7,1.9,30,10,32,30,855,Cotton
9170,Sandy,6.2,1.8,22,14,31,28,766,Mustard
9171,Sandy,7.4,2.7,19,20,30,26,718,Rice
9172,Sandy,7.3,2.3,20,16,33,25,797,Cotton
9173,Sandy,6.1,1.8,18,18,25,25,855,Mustard
9174,Sandy,7.3,2.2,25,15,29,26,715,Sugarcane
9175,Sandy,7.3,1.9,26,16,30,29,829,Cotton
9176,Loamy,6.1,1.7,28,19,32,29,865,Sugarcane
9177,Clayey,6.9,1.6,24,13,34,27,883,Rice
9178,Clayey,7.2,3.4,18,16,32,26,822,Bajra
9179,Loamy,7.3,2.7,19,17,30,26,773,Mustard
9180,Clayey,7.4,3.2,26,18,32,26,741,Mustard
9181,Sandy,6.6,3.1,22,14,27,27,803,Bajra
9182,Clayey,7.4,1.9,27,14,27,28,830,Cotton
9183,Loamy,7.1,2.8,23,16,31,28,892,Sugarcane
9184,Sandy,7.1,3.0,19,14,29,25,847,Mustard
9185,Loamy,6.8,3.0,24,17,25,25,877,Wheat
9186,Sandy,6.0,2.1,18,16,31,30,780,Bajra
9187,Sandy,6.7,3.2,18,10,26,28,758,Rice
9188,Clayey,6.6,2.0,27,14,25,26,811,Rice
9189,Loamy,6.7,2.1,27,14,34,25,751,Cotton
9190,Sandy,7.2,1.9,26,20,32,30,825,Rice
9191,Clayey,7.3,1.9,18,19,26,27,700,Mustard
9192,Loamy,7.3,3.1,19,19,28,27,774,Rice
9193,Clayey,6.6,2.0,27,12,30,30,900,Wheat
9194,Loamy,6.8,3.4,28,17,26,26,713,Rice
9195,Loamy,6.1,2.1,22,14,34,26,880,Wheat
9196,Sandy,7.4,1.7,29,10,26,26,763,Wheat
9197,Sandy,6.9,2.2,30,10,33,27,819,Mustard
9198,Sandy,7.3,1.6,22,17,25,29,758,Bajra
9199,Clayey,6.2,2.8,27,18,25,29,894,Cotton
9200,Sandy,6.8,2.4,28,14,31,25,861,Sugarcane
9201,Sandy,6.7,2.0,29,13,30,26,787,Sugarcane
9202,Sandy,6.9,3.2,26,16,32,30,769,Mustard
9203,Clayey,6.5,3.0,21,12,32,25,714,Rice
9204,Loamy,7.0,1.6,30,14,32,30,790,Sugarcane
9205,Loamy,6.7,2.6,24,17,26,25,821,Wheat
9206,Clayey,6.1,3.0,25,16,35,30,758,Rice
9207,Clayey,6.3,3.0,18,16,34,26,829,Bajra
9208,Sandy,6.0,2.1,18,12,35,29,774,Wheat
9209,Loamy,7.5,2.3,22,11,26,30,702,Rice
9210,Clayey,6.9,2.0,29,15,29,25,710,Sugarcane
9211,Loamy,7.3,1.6,20,16,32,26,886,Cotton
9212,Loamy,7.5,1.7,24,11,29,26,865,Mustard
9213,Loamy,7.1,3.1,28,13,26,30,868,Rice
9214,Sandy,6.1,2.6,20,17,28,26,792,Wheat
9215,Sandy,6.4,3.0,20,10,25,30,750,Mustard
9216,Sandy,6.5,1.7,29,13,33,27,778,Mustard
9217,Loamy,7.4,2.5,28,19,30,27,778,Wheat
9218,Sandy,7.3,2.6,20,13,26,26,829,Mustard
9219,Loamy,6.0,1.6,19,13,34,26,790,Bajra
9220,Sandy,6.8,3.1,27,18,25,27,890,Bajra
9221,Sandy,6.9,2.0,21,15,27,27,895,Rice
9222,Loamy,7.1,2.7,18,18,29,26,864,Rice
9223,Clayey,6.4,3.4,29,13,34,30,799,Sugarcane
9224,Loamy,7.2,3.4,26,18,35,26,727,Rice
9225,Loamy,6.9,2.8,26,18,28,28,783,Cotton
9226,Loamy,7.1,1.7,27,17,32,27,715,Wheat
9227,Clayey,7.5,2.9,26,11,26,29,725,Sugarcane
9228,Loamy,6.2,2.6,22,13,31,26,725,Sugarcane
9229,Sandy,6.5,2.6,26,11,35,25,746,Wheat
9230,Loamy,7.4,2.3,19,18,26,27,804,Mustard
9231,Clayey,7.5,2.8,27,19,33,26,828,Wheat
9232,Loamy,7.3,1.8,28,13,31,25,774,Bajra
9233,Loamy,6.4,1.6,27,18,34,30,744,Bajra
9234,Clayey,6.8,2.4,19,10,25,27,855,Rice
9235,Loamy,6.7,3.0,28,20,25,27,804,Wheat
9236,Sandy,6.5,1.9,28,10,27,29,758,Cotton
9237,Clayey,6.7,2.5,27,16,29,30,816,Rice
9238,Sandy,6.3,2.2,18,20,34,29,717,Sugarcane
9239,Loamy,6.7,2.6,29,19,28,27,865,Sugarcane
9240,Clayey,6.5,3.4,25,19,32,28,818,Bajra
9241,Clayey,6.9,3.3,30,19,25,27,862,Wheat
9242,Loamy,7.2,3.0,20,13,32,28,742,Wheat
9243,Sandy,6.1,2.1,28,10,33,26,863,Mustard
9244,Loamy,6.3,3.0,28,16,29,25,832,Mustard
9245,Clayey,6.5,2.0,19,19,25,30,751,Bajra
9246,Clayey,6.6,1.6,25,17,34,25,754,Cotton
9247,Clayey,6.5,3.2,22,16,35,25,799,Sugarcane
9248,Sandy,7.0,2.4,18,17,33,29,704,Cotton
9249,Clayey,6.9,2.4,29,15,35,30,741,Wheat
9250,Clayey,6.8,3.1,25,13,31,27,812,Cotton
9251,Clayey,6.2,2.3,18,13,25,25,895,Cotton
9252,Clayey,7.4,2.6,22,19,35,29,827,Sugarcane
9253,Sandy,6.5,2.1,25,17,30,28,701,Bajra
9254,Loamy,7.0,3.0,20,17,34,28,710,Rice
9255,Clayey,7.2,2.3,29,11,31,26,839,Cotton
9256,Clayey,6.8,2.6,18,13,27,29,835,Cotton
9257,Sandy,6.1,3.4,25,10,29,25,847,Mustard
9258,Sandy,6.8,1.7,18,19,34,26,837,Cotton
9259,Clayey,6.1,3.1,27,11,28,29,723,Mustard
9260,Sandy,7.4,3.0,20,19,29,30,793,Sugarcane
9261,Loamy,6.6,3.2,18,15,30,26,809,Wheat
9262,Clayey,6.2,2.7,26,16,30,25,731,Wheat
9263,Sandy,7.1,2.2,28,10,31,29,750,Cotton
9264,Loamy,6.2,3.5,18,14,29,26,807,Rice
9265,Clayey,6.4,2.5,19,15,30,26,848,Rice
9266,Loamy,6.7,2.1,22,18,33,25,850,Mustard
9267,Clayey,6.2,2.6,18,12,28,30,786,Rice
9268,Clayey,7.3,2.0,29,13,29,25,747,Cotton
9269,Clayey,6.9,2.9,22,11,34,27,735,Sugarcane
9270,Loamy,7.3,1.9,26,12,25,30,830,Bajra
9271,Sandy,6.7,1.9,20,12,30,28,849,Mustard
9272,Loamy,6.9,1.7,20,20,34,30,712,Rice
9273,Clayey,6.5,2.0,22,17,34,30,792,Rice
9274,Clayey,6.7,3.5,24,14,32,30,791,Mustard
9275,Clayey,7.1,1.6,30,19,28,25,842,Wheat
9276,Sandy,6.2,3.1,29,14,30,30,797,Rice
9277,Clayey,6.0,2.9,22,15,26,26,723,Bajra
9278,Sandy,6.5,2.8,18,15,27,29,895,Sugarcane
9279,Loamy,7.0,2.4,18,11,31,25,897,Mustard
9280,Sandy,7.4,2.2,20,10,29,25,892,Mustard
9281,Clayey,6.6,2.1,27,10,33,29,703,Cotton
9282,Loamy,6.3,3.0,29,10,30,26,851,Rice
9283,Loamy,6.9,2.5,19,13,34,30,843,Cotton
9284,Loamy,6.8,1.6,24,10,33,27,844,Bajra
9285,Sandy,7.3,3.0,21,19,25,26,752,Rice
9286,Sandy,6.7,2.9,29,18,28,28,715,Cotton
9287,Loamy,6.3,2.6,24,17,28,30,805,Sugarcane
9288,Loamy,6.9,2.4,28,10,29,25,866,Mustard
9289,Clayey,6.7,2.8,19,14,32,26,703,Rice
9290,Clayey,7.3,3.4,29,12,28,29,773,Rice
9291,Loamy,7.0,1.7,19,14,29,26,843,Rice
9292,Sandy,7.0,3.3,22,13,30,30,745,Mustard
9293,Clayey,6.5,1.5,30,13,32,25,846,Cotton
9294,Clayey,6.4,2.5,25,20,29,29,716,Cotton
9295,Clayey,6.6,3.0,22,10,28,27,729,Cotton
9296,Clayey,6.8,2.5,29,19,29,25,773,Wheat
9297,Loamy,6.6,2.8,20,15,31,27,807,Rice
9298,Loamy,7.4,1.8,25,20,28,27,812,Mustard
9299,Clayey,6.7,2.7,22,10,27,28,831,Bajra
9300,Clayey,7.1,1.9,24,19,26,25,788,Mustard
9301,Loamy,7.4,2.6,24,17,29,28,856,Bajra
9302,Clayey,6.5,1.7,23,10,26,25,808,Bajra
9303,Loamy,7.5,3.3,28,14,30,30,722,Mustard
9304,Sandy,6.1,3.0,22,17,32,29,796,Rice
9305,Clayey,6.3,3.0,19,20,33,30,796,Cotton
9306,Clayey,7.2,3.3,24,18,26,30,857,Wheat
9307,Loamy,7.1,2.7,21,16,29,29,806,Rice
9308,Clayey,6.3,2.5,27,10,33,28,794,Mustard
9309,Sandy,7.5,2.0,23,16,34,27,767,Rice
9310,Sandy,7.2,2.5,21,17,27,27,846,Bajra
9311,Sandy,6.3,2.7,30,18,27,27,876,Cotton
9312,Sandy,7.5,3.1,30,14,25,29,705,Mustard
9313,Clayey,7.0,3.4,28,19,28,27,752,Bajra
9314,Loamy,7.0,3.1,20,11,25,30,752,Rice
9315,Clayey,6.7,1.8,23,18,29,29,720,Wheat
9316,Clayey,6.3,1.7,22,16,28,26,716,Cotton
9317,Sandy,7.1,1.8,20,10,29,28,820,Bajra
9318,Sandy,7.4,1.8,30,19,29,25,744,Bajra
9319,Clayey,6.7,2.5,19,17,29,27,822,Mustard
9320,Loamy,6.1,1.9,24,12,26,25,859,Sugarcane
9321,Loamy,6.3,1.6,21,15,29,27,845,Bajra
9322,Sandy,7.3,2.5,22,12,25,30,839,Mustard
9323,Sandy,7.4,3.0,27,16,29,26,706,Rice
9324,Loamy,6.6,2.7,19,11,31,25,832,Bajra
9325,Clayey,7.0,2.4,29,12,33,29,702,Rice
9326,Clayey,6.5,2.9,29,20,28,30,812,Sugarcane
9327,Sandy,6.6,2.1,30,12,28,27,737,Mustard
9328,Loamy,6.6,1.8,20,11,29,29,718,Wheat
9329,Loamy,6.6,1.7,19,14,34,28,840,Mustard
9330,Clayey,7.2,1.5,20,14,32,28,800,Rice
9331,Sandy,7.2,2.7,24,14,29,30,840,Sugarcane
9332,Clayey,6.8,2.6,19,10,30,30,829,Sugarcane
9333,Clayey,6.7,3.5,30,13,31,27,851,Bajra
9334,Loamy,6.0,2.3,30,11,25,27,794,Sugarcane
9335,Loamy,6.3,2.6,20,19,35,29,710,Rice
9336,Sandy,6.1,3.0,22,16,30,27,736,Bajra
9337,Clayey,7.2,1.5,19,16,31,25,848,Sugarcane
9338,Loamy,7.2,2.1,30,17,32,30,861,Rice
9339,Loamy,6.3,2.0,23,15,29,25,732,Mustard
9340,Loamy,6.3,1.6,21,13,34,30,803,Cotton
9341,Sandy,7.4,1.6,20,14,35,30,858,Cotton
9342,Sandy,6.9,2.3,22,20,34,26,888,Bajra
9343,Loamy,7.5,3.4,27,17,34,30,804,Sugarcane
9344,Loamy,7.4,3.0,20,12,28,30,779,Bajra
9345,Loamy,6.9,2.1,28,10,35,30,727,Bajra
9346,Sandy,7.3,1.7,25,10,26,30,793,Mustard
9347,Sandy,7.1,2.8,26,15,28,27,725,Rice
9348,Clayey,6.4,2.0,22,17,33,27,857,Sugarcane
9349,Sandy,6.8,3.0,28,15,25,29,715,Cotton
9350,Loamy,7.4,2.8,25,13,25,30,848,Mustard
9351,Sandy,6.2,2.1,19,19,27,30,754,Sugarcane
9352,Loamy,7.4,2.7,27,18,33,30,804,Bajra
9353,Clayey,7.5,3.1,28,16,32,26,753,Cotton
9354,Clayey,7.2,2.2,21,12,27,29,868,Sugarcane
9355,Loamy,6.7,1.9,24,15,30,29,715,Wheat
9356,Loamy,6.3,1.5,24,18,25,27,765,Bajra
9357,Loamy,6.2,2.0,27,13,26,28,865,Rice
9358,Loamy,7.1,2.6,20,17,32,28,715,Wheat
9359,Clayey,6.1,2.4,19,16,27,25,896,Mustard
9360,Clayey,6.3,2.0,19,13,30,26,820,Cotton
9361,Sandy,6.0,1.6,29,17,35,28,718,Rice
9362,Clayey,7.0,2.4,23,13,27,27,850,Wheat
9363,Loamy,7.3,2.6,19,19,28,30,885,Cotton
9364,Loamy,6.0,2.2,19,17,34,25,809,Sugarcane
9365,Clayey,6.5,2.5,27,16,32,27,732,Bajra
9366,Clayey,6.2,2.9,30,13,25,25,704,Rice
9367,Sandy,6.7,3.1,26,19,34,26,811,Wheat
9368,Clayey,6.1,2.3,23,20,28,27,714,Cotton
9369,Loamy,6.2,2.1,25,15,26,28,727,Bajra
9370,Clayey,7.3,2.0,23,14,32,27,727,Cotton
9371,Loamy,7.0,1.6,27,15,28,30,751,Cotton
9372,Clayey,6.5,2.7,20,14,27,26,729,Sugarcane
9373,Loamy,6.1,3.1,25,12,31,30,860,Sugarcane
9374,Loamy,6.6,3.3,18,11,25,30,838,Wheat
9375,Sandy,7.3,1.6,30,19,30,30,790,Rice
9376,Loamy,6.5,3.1,30,20,32,30,796,Bajra
9377,Sandy,6.4,2.5,18,15,26,29,756,Rice
9378,Sandy,6.2,1.8,20,13,35,26,773,Sugarcane
9379,Clayey,6.6,2.8,23,15,26,30,803,Sugarcane
9380,Clayey,7.1,3.3,19,20,35,26,882,Sugarcane
9381,Clayey,6.2,1.8,28,11,32,26,717,Mustard
9382,Loamy,7.4,3.1,30,19,25,30,837,Bajra
9383,Clayey,7.2,1.5,27,19,31,27,898,Sugarcane
9384,Clayey,7.0,3.3,30,12,35,30,872,Rice
9385,Loamy,7.1,1.6,19,11,28,27,718,Wheat
9386,Sandy,6.6,2.3,30,17,32,26,771,Sugarcane
9387,Clayey,6.2,1.9,21,14,34,30,791,Mustard
9388,Loamy,7.1,3.5,27,16,30,27,795,Cotton
9389,Loamy,6.5,3.3,24,14,32,26,745,Rice
9390,Sandy,6.8,2.8,25,19,27,27,790,Cotton
9391,Sandy,6.1,3.3,22,19,35,30,782,Cotton
9392,Clayey,6.7,1.6,21,17,35,28,734,Cotton
9393,Clayey,6.8,2.8,23,20,32,26,880,Rice
9394,Clayey,6.1,3.0,24,14,31,28,815,Bajra
9395,Sandy,6.4,1.9,20,13,28,25,755,Mustard
9396,Loamy,6.6,3.1,21,15,35,28,761,Bajra
9397,Clayey,6.6,2.8,28,16,31,30,744,Sugarcane
9398,Clayey,6.6,1.6,20,11,30,27,875,Bajra
9399,Sandy,7.3,2.4,19,19,28,28,762,Bajra
9400,Sandy,7.1,3.3,25,14,26,27,861,Wheat
9401,Loamy,6.1,2.4,29,16,25,25,738,Bajra
9402,Clayey,6.6,2.4,24,14,25,25,810,Cotton
9403,Loamy,7.5,3.3,27,14,27,30,797,Rice
9404,Clayey,6.9,2.7,19,17,25,26,743,Sugarcane
9405,Clayey,7.2,2.1,18,16,25,25,885,Bajra
9406,Sandy,7.1,2.5,22,14,26,25,708,Bajra
9407,Loamy,7.4,1.8,19,13,32,27,788,Sugarcane
9408,Sandy,6.9,2.7,26,18,28,30,795,Bajra
9409,Clayey,6.8,3.3,18,20,25,25,727,Bajra
9410,Loamy,7.0,2.0,28,18,32,30,730,Cotton
9411,Loamy,6.4,1.8,25,12,25,27,827,Wheat
9412,Loamy,6.1,1.8,22,16,35,29,803,Rice
9413,Loamy,7.3,2.2,24,20,34,26,890,Wheat
9414,Sandy,7.5,2.1,29,17,28,26,726,Bajra
9415,Clayey,6.1,3.2,19,15,31,30,707,Bajra
9416,Clayey,7.5,1.5,28,15,34,28,778,Cotton
9417,Sandy,6.3,2.9,23,12,35,27,852,Sugarcane
9418,Clayey,7.5,2.0,19,11,35,29,769,Wheat
9419,Clayey,6.1,1.8,29,12,31,27,759,Cotton
9420,Loamy,6.5,2.1,22,10,30,29,832,Rice
9421,Sandy,6.3,2.6,30,10,34,25,858,Sugarcane
9422,Clayey,6.4,3.4,19,15,30,29,788,Mustard
9423,Sandy,6.9,3.2,19,19,26,27,782,Mustard
9424,Loamy,7.0,1.8,25,16,30,25,857,Sugarcane
9425,Clayey,7.4,1.6,27,19,32,30,890,Sugarcane
9426,Loamy,7.2,3.3,20,19,26,27,862,Sugarcane
9427,Clayey,6.8,1.8,26,10,25,25,712,Cotton
9428,Sandy,6.6,2.8,26,11,26,29,790,Cotton
9429,Sandy,6.4,2.1,24,11,35,26,752,Bajra
9430,Sandy,7.0,3.4,23,17,29,26,752,Cotton
9431,Loamy,7.0,2.4,28,18,30,28,826,Wheat
9432,Clayey,6.6,2.6,21,20,26,29,749,Rice
9433,Sandy,6.4,2.8,30,11,28,26,706,Bajra
9434,Sandy,7.5,3.4,21,16,27,29,815,Bajra
9435,Clayey,6.5,2.7,23,13,28,26,851,Sugarcane
9436,Sandy,6.1,3.0,27,19,28,26,875,Cotton
9437,Loamy,6.3,3.2,22,13,28,27,778,Rice
9438,Clayey,6.8,1.8,20,19,30,26,896,Sugarcane
9439,Sandy,6.6,1.8,21,20,34,28,866,Cotton
9440,Loamy,7.2,1.8,18,18,28,28,897,Sugarcane
9441,Loamy,6.6,1.5,28,11,31,30,804,Wheat
9442,Sandy,6.5,2.9,28,16,26,30,700,Bajra
9443,Clayey,6.8,3.2,30,16,30,25,804,Cotton
9444,Sandy,6.4,3.4,23,10,29,30,884,Bajra
9445,Clayey,7.1,2.5,28,19,35,27,812,Sugarcane
9446,Sandy,7.3,2.7,29,18,26,25,728,Bajra
9447,Sandy,7.4,2.7,25,19,33,27,892,Wheat
9448,Loamy,7.1,1.8,27,14,28,29,722,Mustard
9449,Sandy,6.0,3.0,19,20,26,28,827,Cotton
